revision;innodbFlushMethod;delayedInnodbLogFlush;dsyncFlush;directFlush;delayedInnodbLogWrite * dsyncFlush;delayedInnodbLogWrite * directFlush;delayedInnodbLogFlush * dsyncFlush;delayedInnodbLogFlush * directFlush;innodbBufferPoolSize_64;innodbBufferPoolSize_512;delayedInnodbLogWrite;delayedInnodbLogFlush * innodbBufferPoolSize_64;delayedInnodbLogFlush * innodbBufferPoolSize_512;innodbBufferPoolSize_64 * innodbDoubleWrite;innodbBufferPoolSize_512 * innodbDoubleWrite;delayedInnodbLogFlush * innodbBufferPoolSize_64 * innodbDoubleWrite;delayedInnodbLogFlush * innodbBufferPoolSize_512 * innodbDoubleWrite;delayedInnodbLogFlush * delayedInnodbLogWrite * dsyncFlush;delayedInnodbLogFlush * delayedInnodbLogWrite * directFlush;delayedInnodbLogFlush * dsyncFlush * innodbBufferPoolSize_64;delayedInnodbLogFlush * dsyncFlush * innodbBufferPoolSize_512;delayedInnodbLogFlush * directFlush * innodbBufferPoolSize_64;delayedInnodbLogFlush * directFlush * innodbBufferPoolSize_512;dsyncFlush * innodbBufferPoolSize_64;dsyncFlush * innodbBufferPoolSize_512;directFlush * innodbBufferPoolSize_64;directFlush * innodbBufferPoolSize_512;innodbDoubleWrite;delayedInnodbLogWrite * innodbBufferPoolSize_64;delayedInnodbLogWrite * innodbBufferPoolSize_512;delayedInnodbLogWrite * dsyncFlush * innodbBufferPoolSize_64;delayedInnodbLogWrite * dsyncFlush * innodbBufferPoolSize_512;delayedInnodbLogWrite * directFlush * innodbBufferPoolSize_64;delayedInnodbLogWrite * directFlush * innodbBufferPoolSize_512;binaryLog * delayedInnodbLogWrite;error
5.5.23;150.759920123458;-93.6462994444447;-0.957611111111261;0.282658333333295;-45.5768311111113;-0.317849999999719;92.2882749999999;0.841962222221589;-2.5150684567907;-2.16003290123517;-0.73663098765444;1.36104425925938;1.43259685185208;0.941988024691418;0.299532469135943;-0.920820740740925;-0.873424814815106;-45.576831111111;-0.31785000000016;0.328566111111109;-1.22234777777781;-0.220001111110768;-0.789853333333128;0.384028888889072;1.62629944444463;-0.451113333333514;-0.271187222222216;0.487134197530674;0.380175555555501;-0.26415500000015;-1.08405555555584;-0.15336000000025;-0.778075000000271;0.717191111110828;1.07598753086376;10.1373038206419
5.5.27;101.762921234569;-44.8825800000001;46.3170416666666;2.32240111111104;-45.5296647222223;-0.134734166666501;44.8802788888891;-1.2875211111114;-1.19391216049421;-1.07835716049427;-1.0843939506174;0.505615000000168;-0.259695092592352;0.209306543209869;0.41939543209882;-0.984865555555749;-1.22256092592617;-45.5296647222221;-0.134734166666728;0.664763888888652;0.61953833333312;1.48122611111123;3.67664999999998;-0.29320722222189;-0.721574999999657;-1.70238388888889;-3.3578588888887;0.770709753086392;0.013708333333211;1.59807833333322;0.451226111110972;0.145298333333115;0.151670555555356;-1.57206666666695;0.605475679012047;9.34575438529636
5.5.29;101.482991975309;-43.3343922222223;47.8440638888888;-1.40185333333337;-47.5154983333335;1.06674027777793;47.141855;-0.141902777778119;-0.632450679012665;-1.04833012345718;-1.79345123456799;-1.32373638888877;-0.101247407407204;-2.01760975308646;0.112001358024726;0.980079444444252;-0.873178518518773;-47.5154983333332;1.0667402777777;0.218516111110943;1.30827388888873;1.9278683333335;1.50785555555559;0.933812222222491;-0.0506672222219205;-0.136180000000057;-0.441208888888766;1.39816271604937;1.1763544444443;0.718287222222065;-0.421364444444561;-1.06005444444465;-2.10133888888906;-1.91475444444467;1.23309358024661;9.15928527257987
5.5.31;100.350269320988;-43.3153894444446;46.5632555555555;3.19819888888883;-45.5726247222224;-1.23147999999981;43.2175366666667;-1.44914944444468;-1.09555728395099;-1.42754080246956;-0.0810975308642909;0.41876425925943;0.810440740740962;-0.652890987654349;0.0701138271605726;-0.016568518518683;-0.452783703703943;-45.5726247222221;-1.23148000000008;-0.89765444444468;-0.890296111111326;-0.24342444444435;-0.87196999999999;0.700846666666994;0.322715555555901;-0.438929444444431;-0.607713333333166;1.10337135802467;-0.528233333333445;-1.54761888888903;1.82451722222207;3.02053111111089;0.517325555555345;2.83301277777751;1.40070839506142;8.72280821056224
5.5.33a;109.406766049384;-51.9909383333336;40.9739938888886;-1.28259833333357;-47.3481569444446;-0.39342138888864;55.1918916666669;4.00227611111095;-2.63408234567961;-2.59291049382778;-1.31777580246927;1.47468601851887;1.77394277777813;-0.203489753086351;0.189533209876669;0.216432407407182;0.770492222221969;-47.3481569444443;-0.393421388888985;-2.03616444444483;-3.36085111111142;0.0790094444443615;-3.83561833333347;1.45034500000048;1.88811833333379;-0.752277222222023;0.976479444444798;0.0611079012344797;0.945803333333233;-0.98369833333341;-0.331137777777982;1.75891611111079;-0.306372777778049;2.32443777777741;1.16978271604906;8.76583517085765
5.5.35;104.23577734568;-46.755138888889;48.9963972222222;1.50616222222221;-45.7690061111113;0.460436111111267;44.2798811111112;0.281566111110785;0.281254691357727;-0.379821049383121;-0.0740185802470066;-0.769670833333217;0.332893703703923;0.486859506172794;0.682383209876607;-0.641047222222411;-0.759756296296556;-45.7690061111111;0.460436111111015;0.730529444444242;-0.961305555555759;0.0728266666668336;-0.718791111111106;-1.77753222222195;-0.668890555555252;-1.8531222222223;-1.50753777777764;0.0140886419753055;0.620547777777628;-0.12354777777794;-1.78613388888899;0.458708888888728;-1.44256888888905;-1.27029444444466;-0.339791728395381;9.54081848929415
5.5.38;104.803935123458;-43.9165927777779;43.8509305555554;-0.905275000000087;-43.392683888889;0.841958333333473;44.1059472222222;0.149843888888618;-0.53908475308684;-1.79733567901283;-5.47179265432112;-1.74307018518499;-1.92844462962938;-0.487824938271609;2.01031802469144;0.203201481481276;-1.75257629629655;-43.3926838888888;0.841958333333292;2.16305999999976;1.8615361111109;4.03651333333343;6.42408055555555;-0.537556111110772;-0.420445555555189;-1.17243611111111;-0.54129944444425;0.921176419753047;1.60762388888876;3.82631388888878;-2.12734166666682;-3.19865333333358;-3.05635277777798;-8.32144777777807;1.60106864197501;10.3580647579016
5.5.40;99.9093343827167;-43.3006822222223;46.8214777777777;4.19725777777773;-44.0234158333335;-0.77504611111096;41.5829694444445;-2.95732388888911;-1.72412845679045;-0.957165864197932;0.167349567901145;0.401133518518659;0.733256851852059;-0.250315308641998;-0.18954049382711;0.654211851851672;-0.218595925926174;-44.0234158333333;-0.775046111111177;1.69044555555534;1.18806833333318;0.6361777777779;0.293553888888889;-0.411625555555268;-1.0726449999997;-1.11893333333337;-1.07862166666651;0.869247901234553;0.647002222222086;-0.927148888889024;-2.57026388888902;0.346113333333105;-0.767136666666859;0.967043888888658;1.35561641975278;9.39671759225518
10.0.17;134.01891388889;-72.2673444444449;0.513924444444152;4.30034444444427;-50.9097583333335;-0.0683580555552403;102.1162;-1.7207622222226;-12.1227766666674;-11.6698412962969;-2.78093481481491;8.74490620370411;7.95606018518548;-6.21791666666654;-5.53613074074063;-0.491571296296517;-1.10304370370391;-50.9097583333332;-0.0683580555557057;-11.0406905555558;-11.002358888889;0.376076111111136;1.60275944444461;0.723596111111481;-1.46073444444417;-1.97346888888884;-4.41599999999989;6.46747333333311;0.588089999999861;1.38992222222207;9.9388277777775;11.9063622222219;-0.317374444444611;0.10297499999969;1.43602962962925;4.74183734979702
10.0.19;134.043175123458;-73.6703544444449;2.03276333333298;4.80146444444421;-51.472135277778;0.159670277778098;102.871701666667;-0.728231111111439;-9.96977845679097;-9.94444956790196;-2.93410635802476;8.19258611111158;7.97283490740778;-5.7225519753085;-6.33679641975293;-0.474891111111323;-0.679126481481675;-51.4721352777776;0.159670277777654;-10.1694211111114;-8.40733166666683;1.56909333333329;1.96775333333339;-2.8868383333329;-3.72404944444409;-5.27853166666654;-5.22017611111092;6.68578086419729;0.563843888888753;-0.0117855555556989;11.0291094444442;11.151843333333;-0.562641666666855;-0.295828888889213;1.71700271604899;4.73220322083465
10.1.8;130.446550555557;-70.3669288888893;1.36485222222188;3.80579777777761;-50.0244547222224;-0.266832499999673;99.5020416666668;0.282137222221895;-11.0003266666675;-11.3788455555562;-2.56192919753096;8.15641231481525;8.25008194444478;-7.74561333333318;-6.21222444444431;1.32180759259238;-0.659079444444628;-50.024454722222;-0.26683250000011;-8.02179111111135;-7.7708677777779;-0.649287222222222;1.45516444444455;-2.02321833333293;-2.50550555555523;-3.13995222222213;-4.73478722222209;6.89712444444421;0.121517777777631;0.851774444444286;10.1830155555553;9.88426777777743;-0.377083333333506;-0.999392222222531;1.47092839506135;4.99481917507782
10.1.12;134.268097098767;-72.4488088888894;0.787552222221834;-1.34326944444472;-51.1604613888891;-0.226160833332962;101.655488333334;4.32698388888858;-11.7903370987663;-12.1237458024699;-1.36857524691368;8.81103611111162;8.67035203703742;-4.26251691358011;-4.44340061728381;-1.9280788888891;-1.44434296296317;-51.1604613888887;-0.226160833333466;-9.15293611111144;-8.98480222222241;2.23605999999992;0.0465794444444886;-2.51343722222175;-2.23415888888852;-5.22062555555539;-3.48025999999979;6.69290246913557;-1.55366555555569;-0.972845000000128;12.5469699999997;11.9686038888885;0.912528888888677;0.783665555555199;1.74420382716011;5.01812045298137
10.1.14;133.31046925926;-69.688454444445;0.0754149999996028;5.09294111111081;-49.6969144444446;0.637118055555863;101.461351666667;-1.93137555555584;-9.63126537037127;-9.60237537037116;-2.61387296296308;4.48650472222272;4.44102851851895;-6.29733370370354;-5.65376259259241;0.366504999999777;-0.243894814815031;-49.6969144444443;0.637118055555497;-9.00289833333364;-8.4062500000002;4.04105833333329;3.15335333333335;-0.956675555555062;-1.44173499999959;-6.88652111111093;-6.84873722222197;6.30111148148123;1.01710722222213;0.867097777777643;8.76505444444411;9.21358388888852;-2.28442277777803;-0.638447777778119;1.22236592592554;5.16716240830794
10.1.16;133.821110617285;-73.410740555556;1.3661883333329;5.19874888888861;-50.1618719444446;0.107154166666991;101.010677777778;-1.6457261111114;-9.31056024691452;-10.2368713580255;-2.53735629629642;5.68578425925979;7.94288750000043;-7.40212061728376;-7.50021395061711;0.402563703703457;-0.109057222222427;-50.1618719444443;0.107154166666582;-8.28080777777813;-9.14957055555582;2.68571111111105;0.937645555555578;-1.64079666666613;-1.87751944444399;-4.9386449999998;-4.11995555555531;7.35302098765405;0.604437777777717;-0.0425027777778952;9.21456111111075;9.43020333333296;-0.568542777778066;-0.377520555555948;1.44140037036998;5.14441263350097
10.2.6;167.283072962964;-106.25995;1.56355333333308;7.58727055555544;-53.2539063888891;0.559114166667047;106.084464444444;1.60427833333272;-14.4378294444452;-13.5928025925933;-2.58354506172857;12.4988144444446;12.3225081481483;-2.32248444444438;-3.55707592592579;0.769581111110954;1.38964703703681;-53.2539063888887;0.559114166666525;-10.2524555555556;-11.3632288888889;5.19600222222264;4.23582555555589;-2.83271222222197;-2.65390444444427;-12.7999166666669;-12.7842138888889;3.00871296296268;-0.595241666666757;-0.30315944444459;12.0419438888886;12.4223072222219;-0.309331666666995;0.696811666666293;1.44183123456743;11.1259539358255
10.2.7;166.839414567903;-106.958588888889;-0.264998888889114;11.4920677777777;-52.2164936111113;-0.254279166666265;105.554761666667;-2.7781516666673;-15.3955508641982;-15.3309821604945;-1.99039012345694;13.5050249074076;13.3707504629631;-2.25867160493822;-2.51563234567889;-0.101908703703817;0.535891296296064;-52.216493611111;-0.254279166666841;-13.4554616666667;-13.9957572222222;1.94135055555595;2.76190166666704;-0.113891111110885;0.137165555555723;-11.6426433333336;-11.1612094444445;3.43561753086392;0.591177777777696;-0.672595000000146;11.7835344444441;13.6403572222219;2.33391277777746;1.92836055555518;2.14830691357977;11.0581758158095
10.2.11;133.204144814816;-73.4161300000005;1.75443888888853;13.3533411111109;-51.3574916666669;-0.389927499999704;101.424016666667;-5.36779944444476;-13.2431764814823;-12.5541829629637;-0.555847098765526;9.76591870370418;8.70146425925962;-1.03293703703689;-0.911120740740596;-0.199585185185392;-0.371568518518709;-51.3574916666665;-0.38992750000012;-10.2854272222225;-9.68989222222241;4.18349388888881;3.91671277777779;-1.63315055555508;-1.74618944444406;-12.0266166666665;-11.0614027777776;1.23748259259235;-0.77096944444456;-0.256921111111267;11.5785727777775;10.9009405555552;0.272233333333133;-0.435137222222527;1.56175975308603;4.55146217979604
10.2.14;139.169964876545;-79.5844516666672;-4.93886555555601;8.75611611111081;-54.039305277778;0.252023611111447;113.754937222222;0.0769322222219853;-14.4812378395071;-14.8678220987663;-1.39122783950629;12.0421637037042;12.3320688888894;-2.66812654320971;-1.85350246913562;1.05574259259238;-0.275748888889097;-54.0393052777776;0.252023611110992;-17.9102338888893;-16.9248272222225;4.4103283333332;3.37991111111104;3.23738944444498;2.95174055555599;-12.9637711111109;-10.8780261111108;3.39270246913552;-0.0924172222223421;0.378395555555398;14.1332211111108;12.5858299999997;0.765139444444225;-0.94107000000032;1.4600423456786;5.09831642386448
10.3.8;139.78167506173;-79.293040555556;-1.63551500000034;13.1435255555553;-52.4342480555558;-0.0486355555552365;106.602285;-3.67027000000031;-13.3181017283959;-14.281728950618;-1.17294444444452;11.3866587962968;12.2834530555559;-2.30401432098754;-2.59298432098751;0.146256851851664;0.852970555555368;-52.4342480555554;-0.0486355555557054;-14.0406188888892;-13.8200605555557;4.17369833333329;1.32722888888891;-1.01159666666624;0.217295000000309;-13.1671072222221;-10.7410183333332;3.01167098765407;0.19580944444428;-0.528315555555738;13.6253149999997;12.4201805555553;0.306381111110953;1.01921833333307;2.11660222222182;4.93070389361964
10.3.11;140.414755308643;-78.7609588888894;-3.02283944444484;11.5051505555553;-52.9577869444447;0.46439138888918;108.148677777778;-3.74535777777806;-13.6109195679021;-13.6397986419761;-1.95474370370382;10.8185206481487;11.2749068518522;-2.99710753086403;-2.09558716049368;0.605315370370154;-0.318514814814988;-52.9577869444443;0.464391388888764;-11.9327088888892;-11.9406572222224;5.75374499999994;5.69931555555557;-0.159279444443936;-0.983362222221826;-12.6808099999998;-13.1729155555554;3.35010938271578;0.320758333333213;-0.161769444444597;12.2806505555552;13.0498222222219;-0.305421666666882;-0.223675000000329;1.621287407407;4.85081141025946
10.3.14;136.173875308643;-73.7674277777783;-2.82966166666703;12.5660099999998;-51.1945772222224;0.0646683333336355;103.666779444445;-4.37520777777809;-12.7919264197539;-12.2411673456798;-1.29545907407417;10.8621538888894;9.75203870370408;-3.29412604938256;-3.71332086419738;0.0271044444442512;0.344294814814619;-51.1945772222221;0.064668333333227;-13.6984516666669;-12.152517777778;2.77525777777776;5.95657444444448;0.573588888889355;-1.21460055555519;-12.5133449999999;-13.3695416666665;4.34221827160469;0.136422222222094;0.264942777777613;12.7271077777775;13.1611966666663;0.957608333333134;-2.13515444444474;1.59401481481442;5.0334956679107
10.4.7;140.469243086421;-74.8854916666672;-4.39092111111149;12.1774372222219;-52.0247622222224;-0.371594722221879;106.397218888889;-1.7790405555558;-13.4448779012355;-14.5459523456798;-1.24902654320999;10.8168225925931;12.1028779629634;-4.05732197530849;-3.4682530864196;1.72434259259239;0.736374074073876;-52.0247622222221;-0.371594722222319;-14.342276666667;-14.7686966666669;1.89227611111104;1.92131777777774;0.948991666667185;1.8087661111115;-12.6518799999998;-12.2150255555553;4.54273271604912;-1.02215722222233;-0.427732222222408;14.5040666666663;13.7873172222219;0.83847444444422;0.0931855555552694;2.0836286419749;5.15840532555935
